,distance_name,histogram_name,num_bins,accuracy
0,intersect,dxdy,5,0.5393258426966292
1,intersect,dxdy,10,0.651685393258427
2,intersect,dxdy,15,0.651685393258427
3,intersect,dxdy,20,0.6629213483146067
4,intersect,dxdy,25,0.6179775280898876
5,intersect,dxdy,30,0.6629213483146067
6,intersect,dxdy,35,0.6179775280898876
7,intersect,dxdy,40,0.651685393258427
8,intersect,dxdy,45,0.6404494382022472
9,intersect,dxdy,50,0.6179775280898876
10,intersect,dxdy,55,0.6292134831460674
11,intersect,dxdy,60,0.6067415730337079
12,intersect,dxdy,65,0.6292134831460674
13,intersect,dxdy,70,0.6292134831460674
14,intersect,dxdy,75,0.6179775280898876
15,intersect,dxdy,80,0.5955056179775281
16,intersect,dxdy,85,0.6292134831460674
17,intersect,dxdy,90,0.5842696629213483
18,intersect,dxdy,95,0.6179775280898876
19,intersect,dxdy,100,0.5955056179775281
20,intersect,dxdy,105,0.5955056179775281
21,intersect,dxdy,110,0.5842696629213483
22,intersect,dxdy,115,0.5842696629213483
23,intersect,dxdy,120,0.5842696629213483
24,intersect,dxdy,125,0.5842696629213483
25,intersect,dxdy,130,0.5842696629213483
26,intersect,dxdy,135,0.5955056179775281
27,intersect,dxdy,140,0.5842696629213483
28,intersect,dxdy,145,0.5730337078651685
29,intersect,dxdy,150,0.5730337078651685
30,intersect,dxdy,155,0.5842696629213483
31,intersect,dxdy,160,0.5842696629213483
32,intersect,dxdy,165,0.5393258426966292
33,intersect,dxdy,170,0.5617977528089888
34,intersect,dxdy,175,0.5280898876404494
35,intersect,dxdy,180,0.5056179775280899
36,intersect,dxdy,185,0.5280898876404494
37,intersect,dxdy,190,0.5393258426966292
38,intersect,dxdy,195,0.5393258426966292
39,intersect,dxdy,200,0.5168539325842697
40,intersect,dxdy,205,0.5280898876404494
41,intersect,dxdy,210,0.5280898876404494
42,intersect,dxdy,215,0.5280898876404494
43,intersect,dxdy,220,0.5056179775280899
44,intersect,dxdy,225,0.5730337078651685
45,intersect,dxdy,230,0.550561797752809
46,intersect,dxdy,235,0.5393258426966292
